孵化园招商运营总监,广东华孵孵化园管理股份有限公司,广州-增城区,0.5-1万/月,07-25
电商运营总监（女装亿级规模直播带货方向）,泉后（广州）生物科技有限公司,广州-白云区,3-5万/月,07-25
电商运营总监,广州漫仕科技有限公司,广州-白云区,2-3.5万/月,07-25
电商运营总监,佛山市松川机械设备有限公司,异地招聘,1-2万/月,07-25
市场运营总监,佛山市三技精密机械有限公司,异地招聘,30-100万/年,07-25
电商运营总监,广东省伊绅电子科技有限公司,广州-白云区,15-20万/年,07-25
社区运营总监,广州市有车以后信息科技有限公司,广州-海珠区,1-2万/月,07-25
跨境电商运营总监（ebay、亚马逊、速卖通）,广州白头鹰商贸有限公司,广州-荔湾区,20-30万/年,07-25
运营总监,广州米伦医疗管理发展有限公司,广州-海珠区,2-4万/月,07-25
阿里巴巴国际站运营总监,广州美鑫电子有限公司,广州-番禺区,1.5-2万/月,07-25
运营总监（星途整形医院）,广州星途投资运营集团有限公司,广州-天河区,25-45万/年,07-25
电商运营总监,广州市依柏诗生物科技有限公司,广州-天河区,1.5-2.5万/月,07-25
运营总监,蜘点商业网络服务有限公司,广州-天河区,1.5-3万/月,07-25
媒介运营总监,广东欧一控股有限公司,广州-天河区,1.5-2万/月,07-25
高薪急聘中心主管/校长/运营总监,广州市远昕文化发展有限公司,广州-黄埔区,0.8-1.5万/月,07-25
区域运营总监/经理   (年薪15-25万）,广州脉琪体育用品有限公司,广州-增城区,0.6-1万/月,07-25
运营总监,伊比特（广州）医疗美容门诊部有限...,广州-番禺区,1-1.5万/月,07-25
电商运营总监,广东天谋教育科技有限公司,异地招聘,1.5-2万/月,07-25
直播运营总监（25k--50k）,兰舍硅藻新材料有限公司,广州,2.5-5万/月,07-25
运营总监,广东惠丰企业管理股份有限公司,异地招聘,1.5-2万/月,07-25
品牌运营总监,广东正赫文化艺术设计有限公司,广州-海珠区,0.8-1万/月,07-25
电商运营总监,广州开丽科技有限公司,广州,25-35万/年,07-25
采购运营总监,广州市优荟加科技有限公司,广州,20-30万/年,07-25
网络运营总监,广州市艾依格家居制品有限公司,广州-白云区,1.5-3万/月,07-25
亚马逊运营主管/亚马逊运营总监/亚马逊销售组长,广州恒椅贸易有限公司,广州-白云区,0.8-1.5万/月,07-25
直播运营总监,广州快鱼文化传媒有限公司,广州-天河区,1-2万/月,07-25
电商运营总监,广州市纤麦服饰有限公司,广州-番禺区,1-2.5万/月,07-25
自媒体运营总监,广州航美化妆品有限公司,广州-白云区,1.5-2万/月,07-25
矿业运营总监,广东东升实业集团有限公司,广州,40-50万/年,07-25
电商运营总监,广州盒子互联科技有限公司,广州-天河区,2-3万/月,07-25
市场运营总监,广州芭萨生物科技有限公司,广州-白云区,1.5-3万/月,07-25
运营总监（商务经理）,广东华方工程设计有限公司,广州-越秀区,0.8-1万/月,07-25
运营总监,广州市清音诚乐艺术教育有限公司,广州-天河区,1-1.5万/月,07-25
急聘淘宝天猫运营总监,广州市湘亲电子商务有限公司,广州-天河区,0.6-1.5万/月,07-25
直播运营总监,广州市双鸿贸易发展有限公司,广州-越秀区,0.6-1万/月,07-25
运营总监（云南）,广州奕博商贸有限公司,异地招聘,1-1.5万/月,07-25
项目运营总监,广州臻奢品健康管理有限公司,广州-天河区,1-3万/月,07-25
电商运营总监（化妆品）,广州市网红联盟互动传媒有限公司,广州-白云区,1-1.5万/月,07-25
跨境电商运营总监/合伙人,广州纽拓科技有限公司,广州-番禺区,10-20万/年,07-25
天猫运营总监,广州首邦化妆品有限公司,广州-白云区,2.5-5万/月,07-25
电商运营总监,广州市翰雨服饰有限责任公司,广州-白云区,1.5-2万/月,07-25
天猫运营总监（上市集团+急聘）,广州妆点佳人生物科技有限公司,广州-天河区,2-2.5万/月,07-25
白云电商运营总监/经理/主管化妆品/护肤品/彩妆/洗护,广州市硕元电子商务有限公司,广州-白云区,0.8-1万/月,07-25
MCN运营总监,上海箭塔互娱网络科技有限公司,广州,1.5-2.5万/月,07-25
新媒体社群运营总监,广州盛年优学信息科技有限公司,广州,1.2-1.8万/月,07-25
天猫运营总监,广州依露美化妆品有限公司,广州-白云区,1-1.5万/月,07-25
运营总监（连锁餐饮）急聘,广州辣猫餐饮管理有限公司,广州-白云区,1.5-2.5万/月,07-25
电商运营总监,广东宇航人科技发展有限公司,广州-海珠区,1-1.5万/月,07-25
COO运营总监,广州元通电子商务科技有限公司,广州,3-6万/月,07-25
运营总监,广州市花都区稀区艺术培训中心,广州-花都区,1.5-2万/月,07-25
系统品牌运营总监/酒水销售经理,广州市科菲蒂那企业管理服务有限公...,广州-白云区,0.8-1.5万/月,07-25
KA系统运营总监,广州金迈科技有限公司,广州-越秀区,0.8-1.3万/月,07-25
电商运营总监/电商操盘手,广州朗杰商务服务有限公司,广州-天河区,0.8-1万/月,07-25
电商运营总监,仙维娜（广州）化妆品有限公司,广州,1-1.5万/月,07-25
京东运营总监,广州汇飞信息科技有限公司,广州-花都区,1.2-2万/月,07-25
微商运营总监,广东雅倩化妆品有限公司,广州-天河区,2-2.5万/月,07-25
销售运营总监,广州市为众控股有限公司,广州-增城区,2-3万/月,07-25
微商品牌运营总监（天河）,广州向禾生物科技有限公司,广州-天河区,2-2.5万/月,07-25
高薪聘请电商运营总监,广州微��爵商贸有限公司,广州-白云区,1-1.5万/月,07-25
电商运营总监,广州市温碧泉电子商务有限公司,广州-天河区,2-2.5万/月,07-25
电商运营总监 电商运营主管 电商运营专员,广州康氏电子科技有限公司,广州-南沙区,0.6-1.5万/月,07-25
运营总监（化妆品）,广州瑞莉化妆品有限公司,广州-白云区,2-2.5万/月,07-25
电商运营总监,广州奢立贸易有限公司,广州-白云区,2.5-5万/月,07-25
运营总监（跨境电商）,广州户博运动用品有限公司,广州-白云区,2-4万/月,07-25
品牌运营总监,广州恒悦餐饮管理有限公司,广州-白云区,1-1.5万/月,07-25
电商运营总监,秒速商业贸易有限公司,广州-白云区,2-2.5万/月,07-25
医美运营总监,广东伽美汇医疗美容服务有限公司,广州-天河区,3-4万/月,07-25
淘宝运营总监,香港淘吉集团（控股）有限公司,广州-白云区,0.6-1万/月,07-25
电商运营总监,广州红谷皮具有限公司,广州-花都区,30-50万/年,07-25
电商部运营总监,广州市美神健康科技有限公司,广州-荔湾区,1.5-2万/月,07-25
网销运营总监,宝德集团,广州-白云区,20-30万/年,07-25
电商运营总监,贝斯美（广州）生物科技有限公司,广州,1.2-2万/月,07-25
运营总监,广州中投物资科技有限公司,广州-白云区,1-1.5万/月,07-25
天猫运营总监,广州瑜然美化妆品有限公司,广州-白云区,2-2.5万/月,07-25
电商运营总监（项目+分红）,广州市花初见化妆品有限公司,广州-白云区,2.5-3万/月,07-25
跨境电商运营总监（EBAY),广东航品精工科技股份有限公司,异地招聘,1.5-2万/月,07-25
电商运营总监,广州创想新域网络科技有限公司,广州-白云区,2-4万/月,07-25
电商运营总监（编号D1#0511）,广州欧博化妆品有限公司,广州-白云区,1-2万/月,07-25
微商运营总监,广州缦霖生物科技有限公司,广州-番禺区,0.8-1.6万/月,07-25
电催平台运营总监（全国）,大连义霖天诚企业管理咨询有限公司...,异地招聘,10-15万/年,07-25
电子商务总监/电子运营总监,东望洋（江门）食品有限公司,异地招聘,1-1.5万/月,07-25
直播运营总监,广州市云伯汇医疗科技有限公司,广州-白云区,1-1.5万/月,07-25
天猫运营总监（高薪急聘）,广东泰唐纳德酒店用品股份有限公司...,广州-番禺区,1-2万/月,07-25
市场运营总监,广州丽丰化妆品制造有限公司,广州-海珠区,3-4万/月,07-25
亚马逊运营总监,海汇星驰信息科技（广州）有限公司...,广州-天河区,2-2.5万/月,07-25
运营总监,分之道教育网络科技有限公司,广州-天河区,0.8-3万/月,07-25
Amazon西班牙语运营总监,广州华臻源网络科技有限公司,广州-番禺区,0.8-1.5万/月,07-25
电商运营总监,广东芭薇生物科技股份有限公司,广州-白云区,1.5-2万/月,07-25
运营总监,广东高捷航运物流有限公司,广州-白云区,1.5-3万/月,07-25
运营总监,哥弟电商中心,广州-天河区,1-2万/月,07-25
品牌运营总监助理高薪,广州嘉恩传祺营养健康咨询有限公司...,广州-番禺区,5-7千/月,07-25
运营总监/经理,广东韩妃医疗美容医院有限公司,广州-越秀区,1.5-3万/月,07-25
品牌运营总监,广州乾�N家居布艺有限公司,广州-白云区,2-2.5万/月,07-25
运营总监,博纳德集团,广州-天河区,1.8-2.5万/月,07-25
运营总监,广东优冠生物科技有限公司,广州-海珠区,0.8-1.5万/月,07-25
产品运营总监,杭州亦笔科技有限公司,广州-海珠区,1-1.5万/月,07-25
阿里巴巴运营总监+提成,广州碧莲生物科技有限公司,广州-白云区,0.6-1.2万/月,07-25
直播运营总监（花都）,广州市尊浪电器有限公司,广州-花都区,1-2万/月,07-25
新媒体运营总监,广州茗品苑贸易有限公司,广州-番禺区,1-1.5万/月,07-25
运营总监（教育信息化）,广州凯园教育投资有限公司,广州-黄埔区,30-40万/年,07-25
线上运营总监/经理,广州一小时科技有限公司,广州-番禺区,30-50万/年,07-25
运营总监（养生项目）,广州维品生物科技有限公司,广州-白云区,2-5万/月,07-25
运营总监,广东德生科技股份有限公司,广州-天河区,0.7-1万/月,07-25
电商运营总监,广州埃沃定制科技股份有限公司（I...,广州-越秀区,1.2-1.8万/月,07-25
app运营总监,广州格调互联网科技有限公司,广州-白云区,1.5-2万/月,07-25
产品运营总监(高薪+午餐+五险),广州先迈商贸有限公司,广州-天河区,1.8-2.5万/月,07-25
运营总监（连锁/加盟）,百草堂医药股份有限公司,广州,1-1.5万/月,07-25
产品运营/运营总监,广州微分子信息科技有限公司,广州-天河区,1.2-2.5万/月,07-25
运营总监（教育信息化,广州凯园软件科技有限公司,广州-黄埔区,29.9-30万/年,07-25
产业园地产招商运营总监,广州市佛伦斯服饰有限公司,广州-黄埔区,1-1.5万/月,07-25
会所运营总监,广州嘉懿企业管理顾问有限公司,广州-海珠区,0.6-1万/月,07-25
连锁运营总监,何氏蹦蹦鱼（广州）生态渔业开发有...,广州-天河区,1.5-2万/月,07-25
直播运营总监,广州圣兴投资有限公司,广州,1.5-2万/月,07-25
运营总监、品牌策划总监,广东纬昊科技有限公司,广州,1.2-2万/月,07-25
品牌运营总监,广州铂威信息科技有限公司,广州-天河区,1-1.5万/月,07-25
市场运营总监,广东医谷产业园投资管理股份有限公...,广州-南沙区,1.5-2.5万/月,07-25
电商运营总监（双休）,广州杨丽萍电子商务有限公司,广州-荔湾区,2-2.5万/月,07-25
运营总监,广州全时四驱信息科技有限公司,广州-番禺区,1.5-3万/月,07-25
电商直播运营总监/经理,广东灵机文化传播有限公司,广州-天河区,2-3.5万/月,07-25
运营总监（泰伦）,广州海天塑胶有限公司,广州-花都区,1-1.5万/月,07-25
运营总监（COO）,广州顶点思维教育科技有限公司,广州-番禺区,1-1.5万/月,07-25
运营总监,广州优作科技有限公司,广州-海珠区,0.8-1.5万/月,07-25
康养项目运营总监,广东坤银投资管理集团有限公司,广州-从化区,2-4万/月,07-25
亚马逊运营总监,广州新灏家居用品有限公司,广州-番禺区,2-3万/月,07-25
电商部运营总监,深圳市恒通和贸易有限公司,广州-海珠区,0.8-2.5万/月,07-25
市场运营总监（英语）,广州斯路森商务服务有限公司,广州-越秀区,6-8千/月,07-25
运营总监,信基集团有限公司,广州-番禺区,2.5-3万/月,07-25
医疗互联网运营总监,壹链网（广州）云科技有限公司,广州-番禺区,1.5-2.5万/月,07-25
阿里巴巴运营总监（高分红）,广州发于丝贸易有限公司,广州-白云区,0.6-2万/月,07-25
运营总监（英文流利）,GTG Visa,广州-天河区,20-30万/年,07-25
集团运营总监,能高共建(中国)集团,广州-海珠区,1.5-2万/月,07-25
运营总监（有教育行业经验者优先）,广州市罗诚电子有限公司,广州-番禺区,1-1.5万/月,07-24
酒店运营总监,奥园集团（英德）有限公司英德旅游...,异地招聘,2-3万/月,07-24
团餐运营总监,广州长运冷链服务有限公司,广州-天河区,1-2万/月,07-24
直播运营总监,广州澳华生物科技有限公司,广州-白云区,1.5-3万/月,07-24
手游运营总监,广州乐牛软件科技有限公司,广州-天河区,2.5-3.5万/月,07-24
运营总监助理,广州市链家房地产代理有限公司,广州-白云区,6-8千/月,07-24
线上运营总监,广东全优加教育发展有限公司,广州-海珠区,2-2.5万/月,07-24
仓储运营总监,广州农产国际供应链有限公司,广州-天河区,1.2-1.5万/月,07-24
市场运营总监,广东前泷科技有限公司,广州-天河区,1-1.2万/月,07-24
天猫运营经理/天猫店长/天猫运营总监,广州闪闪互联品牌管理有限公司,广州-海珠区,15-35万/年,07-24
天猫运营总监,广东环奥文化投资有限公司,广州-天河区,1.2-2万/月,07-24
跨境电商运营总监/合伙人,广州天玺首饰有限公司,广州-番禺区,0.8-1.5万/月,07-24
孵化器运营总监,广州尚思传媒科技股份有限公司,广州-越秀区,0.7-1万/月,07-24
团餐运营总监（科学城）,广东中膳健康产业科技有限公司,广州-黄埔区,20-30万/年,07-24
品牌运营总监,广州蓝之天化工科技发展有限公司,广州-白云区,1-1.5万/月,07-24
公盘运营总监,易居（中国）营销集团・广东区域,广州,0.8-2.5万/月,07-24
微商运营总监,广州玛迪珈生物技术有限公司,广州-白云区,1-2万/月,07-24
电商运营总监（彩妆）,广州伊丝诺化妆品有限公司,广州-白云区,30-50万/年,07-24
物流园项目筹备运营总监,广州市特发有限公司,广州-南沙区,1-1.5万/月,07-24
国际运营总监,广州熙彬贸易有限公司,广州-天河区,25-30万/年,07-24
新媒体运营总监,广州扶元保健器材有限公司,广州-花都区,1-3万/月,07-24
渠道运营总监,广州方圆地产顾问有限公司,广州-天河区,1.5-2万/月,07-24
mcn运营总监,广东无边界投资有限公司,广州-白云区,2.5-3万/月,07-24
运营总监,广州易道企业管理顾问有限公司,广州-海珠区,1-1.5万/月,07-24
社群运营总监（双休）,广州诗蒂兰化妆品有限公司,广州-番禺区,1-1.5万/月,07-24
运营总监（酒管公司）,佛山市顺德佛奥集团有限公司,广州,2-3万/月,07-24
电商运营总监,广东能量堡垒制药有限公司,广州-黄埔区,1-2万/月,07-24
运营总监（拼多多项目负责人）,广州朵澜生物科技有限公司,广州-白云区,1-3万/月,07-24
运营总监（提供住宿+项目分成奖励+股份分红）,微道（广东）有限公司,广州-天河区,2-5万/月,07-24
游戏发行运营总监,广州侠客行文化传播有限公司,广州-天河区,3-4万/月,07-24
新零售运营总监,广州诺诗睡眠科技有限公司,广州-花都区,30-40万/年,07-24
运营总监,广州浦资国际贸易有限公司,广州-天河区,2-5万/月,07-24
大区运营总监,广州五六巴巴信息科技有限公司,广州-白云区,1.5-2.5万/月,07-24
市场运营总监助理（全职实习）,广州市得乐教育信息咨询有限公司,广州-海珠区,4.5-6千/月,07-24
融资运营总监,广州创品知识产权服务有限公司,广州-天河区,40-60万/年,07-24
运营总监,广东百盈花园房地产开发有限公司,异地招聘,20-30万/年,07-24
亚马逊运营总监,广州市康臣汽车电子有限公司,广州,1-1.5万/月,07-24
产业招商运营总监（文旅方向）,广州绿地房地产开发有限公司,广州-白云区,40-60万/年,07-24
新媒体运营/自媒体运营总监,广东金刚美业科技有限公司,广州-越秀区,2-3万/月,07-24
医美运营总监（Base：杭州）,广州爱杰人力资源服务有限公司,异地招聘,30-50万/年,07-24
电商运营总监,广州市兰�q斯贸易有限公司,广州-白云区,1.5-3万/月,07-24
运营总监（社交直播电商平台）,广州马蚁科技有限公司,广州-番禺区,2-2.5万/月,07-24
运营总监,深圳市若昕科技有限公司,广州-海珠区,2.6-4.5万/月,07-24
总经理/运营总监/经营院长,广州健丽科技投资有限公司,广州-海珠区,2.5-3万/月,07-24
运营总监,广州美滴滴信息科技有限公司,广州-越秀区,1.2-2万/月,07-24
电商运营总监,广州市银岭小额贷款有限公司,广州-海珠区,2-2.5万/月,07-24
线上业务运营总监,广东槊精实业有限公司,广州-天河区,10-15万/年,07-24
运营总监,珠海横琴博实乐管理咨询有限公司,广州-增城区,2.5-4万/月,07-24
运营总监（非电商）,广州力控元海信息科技有限公司,广州-天河区,27-30万/年,07-24
网站运营总监（急聘）,广州开心蚂蚁影视文化传媒有限公司...,广州-海珠区,1.5-2万/月,07-24
数据运营总监,广东钛马车联网信息科技有限公司,广州-天河区,1.5-2.5万/月,07-24
电商运营总监,广州她祺服装贸易有限公司,广州-海珠区,2-2.5万/月,07-24
自媒体知视频IP运营总监,广东黄金铺集团有限公司,广州-天河区,1-1.5万/月,07-24
市场运营总监,慧妮（国际）美容机构,广州-越秀区,1-2万/月,07-24
招商营运总监/招商运营总监,深圳市实正共盈商业经营管理有限公...,异地招聘,2-2.5万/月,07-24
平台运营总监,广东博宏药业有限公司,广州-番禺区,1.3-1.5万/月,07-24
产业招商运营总监,中创孵化器发展有限公司,广州-黄埔区,2-2.5万/月,07-24
运营总经理/运营总监（太古仓）,广州市君尧投资有限公司,广州-海珠区,1.5-3万/月,07-24
亚马逊欧美站运营总监（代招）,广州裕顺贸易有限公司,广州-海珠区,1.5-2.5万/月,07-24
运营总监,源恒税务师事务所有限公司,广州-天河区,1-1.5万/月,07-24
运营总监,广州逆火电子商务有限公司,广州-越秀区,1-2万/月,07-24
品牌运营总监,广州市珠江饼业食品有限公司,广州-番禺区,1-1.5万/月,07-24
电商运营总监,广州环朝科技有限公司,广州-天河区,2-3万/月,07-24
新媒体运营总监,广州若羽臣科技股份有限公司,广州,30-45万/年,07-24
电商运营总监,广州小影软件科技有限公司,广州-番禺区,0.8-1.6万/月,07-24
电商运营总监,名门闺秀化妆品公司,广州-天河区,2-2.5万/月,07-24
少儿教育+中心校长/运营总监+年薪30W-50W+股权激励,童程童美教育集团,广州-天河区,30-40万/年,07-24
电商运营总监,中山市银轩服饰有限公司,广州-越秀区,0.6-1.2万/月,07-24
运营总监（美妆）,凯睿管理咨询（广州）有限公司,广州,1.5-2万/月,07-24
运营总监,广州市喜洋物流有限公司,广州-越秀区,2-2.5万/月,07-24
电商运营总监（日化）,广州大白生物科技有限公司,广州-海珠区,3-4万/月,07-24
运营总监（大健康方向）,广州大业房地产开发有限公司,广州-天河区,2-2.5万/月,07-24
运营总监（线上渠道）,广州市安发网络科技有限公司,广州-天河区,2-3万/月,07-24
运营总监,广东安华美博文化旅游发展有限公司...,广州-白云区,2-2.5万/月,07-24
商业运营总监,广东安华美博置业集团有限公司,广州-白云区,2-2.5万/月,07-24
电商运营总监,广州润峰婴儿用品有限公司,广州-天河区,30-50万/年,07-24
招商运营总监,广州珠光实业集团有限公司,广州-天河区,2.5-3万/月,07-24
