产业园运营总监/经理,佛山宇能创富投资有限公司,异地招聘,1-2万/月,07-24
运营总监助理（7-10K急招),广州市学晟惠信息科技有限公司,广州-番禺区,0.7-1万/月,07-24
互联网运营总监,广州品硕教育发展有限公司,广州-天河区,2-3万/月,07-24
产品运营总监,北京公瑾科技有限公司广州分公司（...,广州-天河区,2.5-3万/月,07-24
拼多多运营总监/经理,广州晟美个人护理用品有限公司,广州,30-50万/年,07-24
运营总监,广州市九尊数娱科技发展有限公司,广州,1.2-2万/月,07-24
抖音运营总监,广州米娜凯威教育有限公司,广州-天河区,2-5万/月,07-24
运营总监/经理,珠海达人网络科技有限公司,广州-天河区,2-3万/月,07-24
电商运营总监,广东星外星文化传播有限公司,广州-天河区,1-1.5万/月,07-24
运营总监（无责任底薪3万）,中企动力科技股份有限公司广州分公...,广州-越秀区,3-3.5万/月,07-24
社交媒体运营总监,广州市圣莎拉化妆品有限公司,广州,0.6-1万/月,07-24
运营总监/运营主管,广州云移信息科技有限公司,广州-天河区,1.5-3万/月,07-24
电商运营总监,广州现代创新智能电器有限公司,广州-白云区,1.5-2万/月,07-24
MCN运营总监,广州昂泰国际贸易有限公司,广州,2.5-3万/月,07-24
国内电商事业部负责人/电商运营总监,广州爆米科技有限公司,广州-白云区,1.5-2万/月,07-24
运营总监,珠海玛卡维贸易有限公司,异地招聘,1.5-2.5万/月,07-24
运营总监,广州乐添生物科技有限公司,广州-白云区,1-2万/月,07-24
电商运营总监,广州妆盟电子商务有限公司,广州-海珠区,2-3万/月,07-24
运营总监,优象文化（广州）有限公司,广州-番禺区,2-3万/月,07-24
运营总监,广州万饰发电子商务有限公司,广州-天河区,2-3万/月,07-24
战略运营总监,广州与至服装有限公司,广州-海珠区,3-5万/月,07-24
运营总监,广东联塑科技实业有限公司,广州,2-4万/月,07-24
品牌运营总监,广州巴伽娱乐传媒有限公司,广州-白云区,1-5万/月,07-24
运营总监助理,TCDI创思国际建筑师事务所,广州-海珠区,0.7-1万/月,07-24
网站运营总监（地点：浙江义乌）,义乌市盈云科技有限公司,异地招聘,20-30万/年,07-24
美业运营总监(CBD办公+高薪),广州市碧露凯琳美容咨询有限公司,广州-番禺区,2-2.5万/月,07-24
销售运营总监,广州三品三投资有限公司,广州-增城区,0.8-1万/月,07-24
电商运营总监,广东十记果业有限公司,广州-天河区,1-1.5万/月,07-24
运营总监,广州市洲际物业管理有限公司,广州-天河区,1.5-2万/月,07-24
电商运营总监/经理,启泰健康药业连锁有限公司,广州-荔湾区,1.5-2万/月,07-24
运营总监（高层管理）,广东车海洋环保科技有限公司,广州-海珠区,1.5-2万/月,07-24
市场运营总监,广州三介网络科技有限公司,广州-番禺区,0.8-1万/月,07-24
项目运营总监,博为国际咨询集团,广州-越秀区,1-2万/月,07-24
互联网直播运营总监,广州云策投资顾问有限公司,广州-番禺区,40-50万/年,07-24
电商运营总监,广州康宏科技股份有限公司,广州-天河区,1.2-2.5万/月,07-24
平台运营总监,广州千千氏工艺品有限公司,广州-番禺区,2-4万/月,07-24
社交电商（私域）运营总监/经理,植美村,广州-天河区,1.2-2万/月,07-24
直播运营总监,广州云客文化传媒有限公司,广州-天河区,30-40万/年,07-24
电商运营总监（美妆个护）,广州妮趣化妆品有限公司,广州-越秀区,30-50万/年,07-24
运营总监（三方物流）,上海宝供公路快运有限公司,广州,2-2.5万/月,07-24
电商运营总监,广州时尚之家企业服务有限公司,广州-花都区,0.8-1万/月,07-24
区域销售总监/运营总监,广州思比乐教育信息咨询有限公司,广州-海珠区,2-2.5万/月,07-24
直播运营总监,广州赫柏传媒广告有限公司,广州-番禺区,0.7-1万/月,07-24
MCN运营总监,广州六三产业运营管理有限公司,广州-越秀区,2-3万/月,07-24
品牌运营总监,北京中科艾美文化发展有限公司,广州-海珠区,1.5-2万/月,07-24
DL电商运营总监  （化妆品）,广州优植生物科技有限公司,广州-天河区,1.6-3.2万/月,07-24
官方电商运营总监,广州温雅日用化妆品有限公司,广州-黄埔区,2-6万/月,07-24
运营总监,广东求学圆梦网络科技有限公司,广州-越秀区,1.4-1.6万/月,07-24
新零售运营总监,广州��悦医疗科技有限公司,广州-番禺区,1.5-5万/月,07-24
运营总监/经理,广州华翰教育科技有限公司,广州,1-1.5万/月,07-24
运营总监,海伦堡中国控股,广州-番禺区,2.5-3万/月,07-24
直播运营总监兼CMO助理,广州和翊电子商务有限公司,广州-白云区,2-4万/月,07-24
短彩运营总监,广州精准分众大数据技术有限公司,广州-天河区,1-2.5万/月,07-24
连锁运营总监,广州美云美服科技有限公司,广州-越秀区,30-50万/年,07-24
汽配销售运营总监,广州市滤之圣过滤器制造有限公司,广州-白云区,1-1.5万/月,07-24
运营总监（互联网医院）,广州好大夫医疗科技集团有限公司,广州-天河区,1.5-4万/月,07-24
网络运营总监,广州市世纪兆业经济发展有限公司,广州-海珠区,1.5-2万/月,07-24
品牌运营总监,广州易健科技有限公司,广州-黄埔区,2-2.5万/月,07-24
运营总监,广东比比酷教育科技发展有限公司,异地招聘,0.8-1.5万/月,07-24
运营总监,深圳市讯得达教育发展有限公司,广州-荔湾区,1.8-2.5万/月,07-24
电销运营总监,广州盛华信息有限公司,广州-白云区,1-2万/月,07-24
运营总监,广东中人世纪网络技术有限公司,广州-天河区,1.5-2万/月,07-24
直播运营总监,广州火星文化传播有限公司,广州-白云区,1-1.5万/月,07-24
运营总监（互联网方向）,广州亦云信息技术股份有限公司,广州,2.5-3万/月,07-24
运营总监,明领科金控股,广州,1.5-2万/月,07-24
电商运营总监,上海萌思数据科技有限公司,广州-番禺区,30-50万/年,07-24
电商运营总监,广州希海生物科技有限公司,广州-番禺区,1.8-2.5万/月,07-24
电商运营总监（杭州上班）,广州炒米信息科技有限公司,广州-黄埔区,1.5-2.5万/月,07-24
天猫运营总监（急聘）,广州安伴佳商贸有限公司,广州-荔湾区,1.5-2.5万/月,07-24
新媒体运营总监,广东高骏文化传媒有限公司,广州-天河区,1.5-2万/月,07-24
游戏发行运营总监/经理,广东�N格传媒股份有限公司,广州-天河区,1.2-2.5万/月,07-24
新零售运营总监,广州大气候农业科技有限公司,广州-天河区,2-2.5万/月,07-24
运营总监,广州天泓室内设计有限公司,广州-天河区,1-2.3万/月,07-24
电商运营总监,广州市快马健康科技有限公司,广州-荔湾区,1.5-3万/月,07-24
酒店运营总监,广东华盛投资集团有限公司,广州,1-2万/月,07-24
线上平台运营总监,广州市泽普企业管理咨询有限公司,广州-海珠区,0.6-1万/月,07-24
社群运营总监（双休+五险一金）,广州市零码汇信息科技有限公司,广州-荔湾区,2.5-3万/月,07-24
运营总监（f副总）/经理,广州路派电子科技有限公司,广州,1-1.5万/月,07-24
电商运营总监,广东天石控股集团有限公司,广州-海珠区,1-1.5万/月,07-24
淘宝直播运营总监,广州爱浅食科技有限公司,广州-海珠区,1-2.5万/月,07-24
社交新零售运营总监,广州李阳麦克思电子科技有限公司,广州-白云区,1-1.5万/月,07-24
社交新零售运营总监,广东洪正电子商务有限公司,广州-天河区,1.5-2万/月,07-24
运营总监,广州市三三一信息科技有限公司,广州-天河区,1.2-2万/月,07-24
运营总监,德硅（上海）建筑装饰材料贸易有限...,广州,24-36万/年,07-24
电商运营总监,广州市梵者箱包有限公司,广州-花都区,1.5-2万/月,07-24
高级运营总监,广州数字魔方网络科技有限公司,广州-天河区,2-5万/月,07-24
运营总监,广州天银物业管理有限公司,广州-天河区,1-1.5万/月,07-24
运营总监,广州升龙投资有限公司,广州-天河区,3.5-5万/月,07-24
团餐运营总监,广州多满分食品有限公司,广州-天河区,1-1.5万/月,07-24
平台运营总监,广州洛克韦陀安防科技有限公司,广州-天河区,1-3万/月,07-24
直播运营总监,深圳市对庄科技有限公司,广州-荔湾区,3-5万/月,07-24
Operation Director运营总监,广州爱莎外籍人员子女学校,广州,30-60万/年,07-24
电商运营总监,广州市必奥生物科技有限公司,广州-海珠区,15-20万/年,07-24
运营总监,王氏国信城网科技（珠海）有限公司...,异地招聘,6-8千/月,07-24
客服运营总监,广州市伟粤通讯设备有限公司,广州-天河区,0.7-1.2万/月,07-24
工程运营总监,广州市华以泰地产集团有限公司,广州-天河区,2.5-3万/月,07-24
新媒体运营总监,广州市动漫艺术家协会,广州-越秀区,1.5-3万/月,07-24
运营总监,广州沁缘果美食品有限公司,广州-花都区,6-7千/月,07-24
运营总监,广州佳创信息技术有限公司,广州-海珠区,2-3.5万/月,07-24
高薪直播运营总监,广州欧曼娜化妆品有限公司,广州-白云区,0.8-1.5万/月,07-24
海外运营总监,广州市锐酷信息科技有限公司,广州-天河区,1.5-2.5万/月,07-24
修缮事业部运营总监,广州市鲁班建筑科技集团股份有限公...,异地招聘,0.6-1.5万/月,07-24
高薪市场运营总监,广东德立教育有限公司,广州-天河区,0.8-1万/月,07-24
招商运营总监,风尚商业经营管理（广州）有限公司...,异地招聘,30-40万/年,07-24
区域运营总监,广州卓腾科技有限公司,广州-天河区,1-1.5万/月,07-24
运营总监,壹粒谷仓食品（广州）有限公司,异地招聘,2-3万/月,07-24
平台运营总监，首席运营官COO,广州搜料信息技术有限公司,广州,0.8-4万/月,07-24
新媒体运营总监,广州悦洋出入境服务有限公司,广州-天河区,0.8-1.5万/月,07-24
运营总监,康芝药业股份有限公司,广州,24-40万/年,07-24
内容运营总监,广东康景物业服务有限公司,广州-海珠区,2-3万/月,07-24
电商运营总监,广州淇鑫科技有限公司,广州-荔湾区,2-3万/月,07-24
短视频运营总监,广东丸美生物技术股份有限公司,广州,1-1.5万/月,07-24
项目运营总监,广东中兴绿丰发展有限公司,异地招聘,0.8-3万/月,07-24
运营总监,巨石（上海）啤酒有限公司,异地招聘,2-2.5万/月,07-24
医学中心运营总监,广州卫视博生物科技有限公司,广州-南沙区,1.5-2万/月,07-24
电商运营总监,优思佳宠物食品（广东）有限公司,广州-越秀区,1.6-2.5万/月,07-24
线上推广运营总监,广州国佑致远文化发展有限责任公司...,广州-越秀区,0.5-1.5万/月,07-24
运营总监,广州中山大学科技园有限公司,广州-海珠区,1-1.5万/月,07-24
自媒体运营总监,广州无与伦比企业集团有限公司,广州-番禺区,1.5-2.5万/月,07-24
运营总监/区域总经理（全国外派）,深圳百果园实业（集团）股份有限公...,广州-白云区,3.5-6万/月,07-24
生产运营总监,上海元通座椅系统有限公司,广州-黄埔区,1.5-2万/月,07-24
平台运营总监,广州三社人力资源有限公司番禺分公...,广州-天河区,1-3万/月,07-24
公寓运营总监,广州宝盛投资控股有限公司,广州-增城区,1-1.8万/月,07-24
市场运营总监,广东携众建筑咨询服务有限公司,广州-天河区,2.5-4万/月,07-24
跨境电商运营总监,广东亚太天能科技股份有限公司,广州-番禺区,2-3万/月,07-24
跨境运营总监,广州谷雨生物科技有限公司,广州-天河区,2-3.5万/月,07-24
运营总监（5G滤波器）,广东粤港澳大湾区国家纳米科技创新...,广州-黄埔区,3.5-5万/月,07-24
APP运营总监,广东寰誉建筑咨询有限公司,广州-天河区,2-5万/月,07-24
电商运营总监,广州毅可贸易有限公司,广州-番禺区,30-40万/年,07-24
运营总监,国际私塾,广州-天河区,3-5万/月,07-24
市场运营总监,广州虹猫蓝兔动漫科技有限公司,广州-番禺区,1.5-2万/月,07-24
运营总监/副总监（物业方向）,奥联物业股份有限公司,广州-海珠区,0.8-1.5万/月,07-24
运营总监+花都区+提供食宿,广东柏俐臣生物科技有限公司,广州-花都区,1-1.5万/月,07-24
电商运营总监/经理,广州市香雪制药股份有限公司,广州-黄埔区,1-1.5万/月,07-24
运营总监（全国知名摄影服务品牌）,才星（广州）科技服务有限公司,广州-天河区,1-3万/月,07-24
运营总监,广州佰乐厨神餐饮有限公司,广州-越秀区,2-2.5万/月,07-24
直播运营总监（美妆）,膜法世家,广州,30-40万/年,07-24
挖机租赁运营总监,徐工集团挖掘机械,广州,30-50万/年,07-24
运营总监,上海汇旌资产管理有限公司,异地招聘,40-50万/年,07-24
运营总监,39健康网,广州,3-5万/月,07-24
运营总监（餐饮方向）,正佳企业集团有限公司,广州,1-1.5万/月,07-24
互联网销售运营总监,中国中药控股有限公司营销中心,异地招聘,30-60万/年,07-24
运营总监/经理,广州市华标科技发展有限公司,广州-黄埔区,20-30万/年,07-24
运营总监,广州育婴氏生物科技有限公司,广州-白云区,1-1.5万/月,07-24
营销创意总监/品牌运营总监,广东大象广告有限公司,广州-天河区,20-30万/年,07-24
民营线运营总监,深圳市科曼医疗设备有限公司,广州,1-1.5万/月,07-24
亚马逊运营总监,佛山市迪赛纳科技有限公司,异地招聘,0.8-2万/月,07-24
运营总监,广东美速健康科技有限公司,广州-花都区,1.5-2万/月,07-24
经营中心 总监/运营总监,广东银浩智能技术有限公司,广州-天河区,1-1.5万/月,07-24
房地产运营总监,广东天润置业集团有限公司,异地招聘,40-50万/年,07-24
运营总监（底薪+提成）,肠乐爽生物科技（广州）有限公司,广州-天河区,0.5-1.5万/月,07-24
平台运营总监,海南君莱药业有限公司,广州,20-30万/年,07-24
电商运营总监,华胜连锁（奔宝奥豪华车专修）,广州-天河区,4-6万/月,07-24
品牌运营总监,广州意筑服饰有限公司,广州-白云区,1.5-2万/月,07-24
新零售运营总监,广州衡必康信息科技有限公司,广州-番禺区,0.8-1万/月,07-24
运营总监助理,广州易达包装设备有限公司,广州-黄埔区,0.8-1万/月,07-24
新零售运营总监,广州卡士德汽车用品有限公司,广州-增城区,1.2-3万/月,07-24
电商运营总监,广州爱儿健婴童用品有限公司,广州-番禺区,1.2-1.6万/月,07-24
运营总监,广州宝生堂化妆品有限公司,广州-白云区,30-40万/年,07-24
产业园区运营总监,中惠集团,广州-天河区,3-4万/月,07-24
品牌运营总监,广州天盈商务服务有限公司,广州-从化区,1-2万/月,07-24
运营总监,广州派瑞餐饮管理有限公司,广州-越秀区,2-4万/月,07-24
运营总监,四川物联亿达科技有限公司,广州,1.2-2.4万/月,07-24
用户运营总监,北京汇聚满意科技有限公司,广州-天河区,2-2.5万/月,07-24
新媒体运营总监,广州众睿广告传媒有限公司,广州-越秀区,3-4万/月,07-24
电商运营总监,广州抖商国际贸易有限公司,广州-白云区,3-4万/月,07-24
运营总监,广东长通实业有限公司,广州-越秀区,1.5-2万/月,07-24
信息运营总监,广州市例外服饰有限公司,广州-海珠区,2.5-3.5万/月,07-24
营销/运营总监,一锦坊实业有限公司,广州-天河区,2-2.5万/月,07-24
商学院运营总监,广东诚安信会计师事务所有限公司,广州-天河区,20-30万/年,07-24
新事业部运营总监,广州市康健基因科技有限公司,广州,1-2万/月,07-23
运营总监,广州市添美悦网络科技有限公司,广州-荔湾区,2-4万/月,07-23
市场运营总监,广州市聚焦教育咨询有限公司,广州-花都区,6-8千/月,07-23
运营总监,广州玺佑健康产业有限公司,异地招聘,20-30万/年,07-23
天猫运营总监（项目合伙人）,广州时时美贸易有限公司,广州-白云区,1-2万/月,07-23
商业运营总监（商业地产）,雄峰集团,广州-番禺区,1.5-2万/月,07-23
运营总监,广东眼管家医疗有限责任公司,广州-海珠区,1.5-2万/月,07-23
电商运营总监,广东郑明明化妆品科技有限公司,广州-白云区,1.2-2.5万/月,07-23
天猫运营总监,广州华研文化传播有限公司,广州-天河区,30-50万/年,07-23
跨境电商推广运营总监,东莞市舒展制衣有限公司,异地招聘,1-1.5万/月,07-23
天猫运营总监,广州市欧佩化妆品有限公司,广州-白云区,2-4万/月,07-23
电商运营总监（京东自营2B）,兰雀国际控股有限公司,广州-天河区,2.5-4万/月,07-23
服装类目运营总监,万宝盛华企业管理咨询（上海）有限...,广州-海珠区,3-4万/月,07-23
COO运营总监,广州顺立得健康科技有限公司,广州-番禺区,1.8-2.8万/月,07-23
社群运营总监,小脉科技（广东）有限公司,广州-海珠区,1.5-2万/月,07-23
平台运营总监,广东三维家信息科技有限公司,广州-天河区,2.5-4万/月,07-23
